TXN_ID,SENDER_ACCOUNT_NUMBER,RECEIVER_ACCOUNT_NUMBER,AMOUNT,CONDITIONS,TIMESTAMP
TXN_c9225beae9985bffd25b6f041035df10a68bff2c34c542c6e0678c6a3faefd05,69_TDX,110_TDG,2000,106_UBE__HAS__2000____AND____52_ZFU__HAS__2000____AND____85_ZVT__HAS__2000____AND____121_BME__HAS__2000,2022-12-27 13:53:37.600965
TXN_4b6672f082798b2bc2d8eb2219f1db93376e80ceb5339ea75ff183acdfbd0ba0,142_QVM,59_BUC,2000,103_MFP__HAS__2000____AND____69_TDX__HAS__2000____AND____6_ROV__HAS__2000____AND____57_KDG__HAS__2000,2022-12-27 13:53:37.601240
TXN_efaf5c7e235f3a521e031166dbdd972af2280fba54c80865fd3f7b39c4a407c9,53_YWM,145_MTE,2000,25_ITU__HAS__2000____AND____114_SOG__HAS__2000____AND____100_JDW__HAS__2000____AND____107_ACG__HAS__2000,2022-12-27 13:53:37.601504
TXN_4759ada1a297ea22b5f5993a767a34456b073eb73a42d25aa68b586874001e81,136_XQR,2_WYH,2000,106_UBE__HAS__2000____AND____37_ZUT__HAS__2000____AND____93_WJR__HAS__2000____AND____117_KTK__HAS__2000,2022-12-27 13:53:37.601832
TXN_0fb96d2a98d1200276a5367b91497028f7a2e2dc3da750361305e35ee6b3c19a,127_DVT,81_PLS,2000,46_YIP__HAS__2000____AND____76_VFW__HAS__2000____AND____148_EQP__HAS__2000____AND____16_DTE__HAS__2000,2022-12-27 13:53:37.602169
TXN_1f8b01fd018ccadd8a05c09eea7fbe7dab0ecd6927661b99f6f8c78e69f91882,142_QVM,92_JNJ,2000,73_VQD__HAS__2000____AND____102_ZGR__HAS__2000____AND____30_XLW__HAS__2000____AND____22_OKV__HAS__2000,2022-12-27 13:53:37.602499
TXN_4b2f8ff883cd6bab6874b14ffcfb95be142c0df284c42f05f131579d19dec62f,0_AMA,108_NOH,2000,108_NOH__HAS__2000____AND____66_YYF__HAS__2000____AND____80_HJB__HAS__2000____AND____116_GOC__HAS__2000,2022-12-27 13:53:37.602789
TXN_976f87d6835533c2cc0d36d9fe95d51b6a6b852abc627c34fe1e4990b7b8d704,11_BWF,147_ZYH,2000,79_AGG__HAS__2000____AND____145_MTE__HAS__2000____AND____137_AUE__HAS__2000____AND____8_JAJ__HAS__2000,2022-12-27 13:53:37.603075
TXN_3592bd397df0883ee6ef12c78ba9ea70418545a45dc5ed770c7d200fd5086974,106_UBE,101_YCU,2000,118_ZTY__HAS__2000____AND____103_MFP__HAS__2000____AND____29_XJP__HAS__2000____AND____20_SBP__HAS__2000,2022-12-27 13:53:37.603363
TXN_36105ba2742234cda741ee5a778b1aa861d3d7c48dcfd7a1e9fffea85456f125,51_RSK,35_KOP,2000,122_PVV__HAS__2000____AND____138_FUG__HAS__2000____AND____32_YCS__HAS__2000____AND____74_AAI__HAS__2000,2022-12-27 13:53:37.603623
TXN_88a7b3ce061f9df4ad7bfd9294c5e48f25f39bfaa3caf17241dd8fd18a08bbf8,93_WJR,140_AOA,2000,109_TCI__HAS__2000____AND____101_YCU__HAS__2000____AND____15_YJJ__HAS__2000____AND____52_ZFU__HAS__2000,2022-12-27 13:53:37.603878
TXN_3b36a6c8fc8e019e20d4b9fb9828d73c3293bcd99a1933c281cb60d114b3d557,90_JYV,53_YWM,2000,53_YWM__HAS__2000____AND____88_RUH__HAS__2000____AND____12_VQI__HAS__2000____AND____127_DVT__HAS__2000,2022-12-27 13:53:37.604141
TXN_29dd12243a157068ceedec489d678cc1c75285d99472d76230e0026e28ac3191,125_CLA,16_DTE,2000,67_VBV__HAS__2000____AND____12_VQI__HAS__2000____AND____47_HMH__HAS__2000____AND____86_VQV__HAS__2000,2022-12-27 13:53:37.604424
TXN_44cb51d3b4eb3e58384c443d596e55f006a1ec34370812e388ad087560ddf28d,83_CEL,15_YJJ,2000,86_VQV__HAS__2000____AND____102_ZGR__HAS__2000____AND____7_XGQ__HAS__2000____AND____18_SXS__HAS__2000,2022-12-27 13:53:37.604704
TXN_81d61772c7fcc0c750d5d94c2e7dc2ffe9aa3b3f1fbabd33c711098d29902353,110_TDG,58_PSE,2000,27_XXA__HAS__2000____AND____25_ITU__HAS__2000____AND____23_FAV__HAS__2000____AND____59_BUC__HAS__2000,2022-12-27 13:53:37.604986
TXN_0de910563dcaa071f690a9b40200713cacf7acb72cc18e30a596e3179eab8e37,121_BME,13_WNC,2000,1_XAX__HAS__2000____AND____125_CLA__HAS__2000____AND____81_PLS__HAS__2000____AND____50_ZSO__HAS__2000,2022-12-27 13:53:37.605254
TXN_e1b57465f2ee7652524d16b3bbc3434c96260b9ded8501f43d5e0969dc2e6a68,86_VQV,4_DRA,2000,122_PVV__HAS__2000____AND____65_CBX__HAS__2000____AND____52_ZFU__HAS__2000____AND____7_XGQ__HAS__2000,2022-12-27 13:53:37.605558
TXN_a08f09ff16f1d2c524d7cfb742ff8dcf2aca681f679415f609014219253161ad,129_MMH,65_CBX,2000,34_YIV__HAS__2000____AND____26_CAB__HAS__2000____AND____111_VWR__HAS__2000____AND____94_ZIB__HAS__2000,2022-12-27 13:53:37.606033
TXN_da7189dce63fdf2ad542a2323a91aad749b0f9dbf36a718cbffecc84ba4abb9a,39_FPS,49_TCJ,2000,111_VWR__HAS__2000____AND____79_AGG__HAS__2000____AND____61_JDN__HAS__2000____AND____120_EIT__HAS__2000,2022-12-27 13:53:37.606524
TXN_c106cd2f1d78d7fa8c9aa1fb1c0a5ff871277522d184e793f28371c471869675,100_JDW,15_YJJ,2000,138_FUG__HAS__2000____AND____42_CMQ__HAS__2000____AND____93_WJR__HAS__2000____AND____111_VWR__HAS__2000,2022-12-27 13:53:37.606949
TXN_367e47e00c7432b134a4d8d8daae4f3d506706007e59fce618ab84e8803881d6,39_FPS,98_KCA,2000,12_VQI__HAS__2000____AND____64_BXF__HAS__2000____AND____110_TDG__HAS__2000____AND____134_WUL__HAS__2000,2022-12-27 13:53:37.607280
TXN_0867531f39aa7c2c0933834e731739f9dd36a97a13b4a653c09f6c8ba101f722,76_VFW,6_ROV,2000,135_FSA__HAS__2000____AND____17_YYB__HAS__2000____AND____87_KSF__HAS__2000____AND____29_XJP__HAS__2000,2022-12-27 13:53:37.607683
TXN_2015f1ad12eccff1927ef631199184a7aa79be7f821f874c4419cc449cf26079,62_YTV,110_TDG,2000,104_SZP__HAS__2000____AND____105_ZXP__HAS__2000____AND____69_TDX__HAS__2000____AND____3_OFP__HAS__2000,2022-12-27 13:53:37.607965
TXN_65364e251178222745a12a6f6ff1bdb6c85b5e77c3ee52967847ac8ac2ef160b,44_SGZ,129_MMH,2000,142_QVM__HAS__2000____AND____48_WIP__HAS__2000____AND____54_XHK__HAS__2000____AND____125_CLA__HAS__2000,2022-12-27 13:53:37.608230
TXN_a19cb7e4ffdbae1663cb37a971adb8153b01498b5f077e1d0f734c862f87eead,50_ZSO,104_SZP,2000,54_XHK__HAS__2000____AND____133_UNG__HAS__2000____AND____49_TCJ__HAS__2000____AND____120_EIT__HAS__2000,2022-12-27 13:53:37.608493
TXN_710bf38f3453856d022e850deaf876fac3a90400386411cca432f2a3f5dba65e,130_JHK,88_RUH,2000,28_HUO__HAS__2000____AND____124_IBH__HAS__2000____AND____121_BME__HAS__2000____AND____82_KLX__HAS__2000,2022-12-27 13:53:37.608761
TXN_c86dc11fb97805ae7f0cc149c5b835fc39066679c021fa217fcd9de08bf5cf6e,94_ZIB,77_YBG,2000,112_FCN__HAS__2000____AND____129_MMH__HAS__2000____AND____5_KVQ__HAS__2000____AND____88_RUH__HAS__2000,2022-12-27 13:53:37.609040
TXN_1ed09b2a6f62d36c164fc1e74ebf47e85ce38646bfe2d64a85439a6cc5dc37e7,79_AGG,136_XQR,2000,81_PLS__HAS__2000____AND____114_SOG__HAS__2000____AND____27_XXA__HAS__2000____AND____122_PVV__HAS__2000,2022-12-27 13:53:37.609355
TXN_b35867da6bd10cc4d5f57bb5e7e5e9d9f32daa8746fa3c540a9dde9d59356b2a,20_SBP,55_LZK,2000,116_GOC__HAS__2000____AND____106_UBE__HAS__2000____AND____57_KDG__HAS__2000____AND____108_NOH__HAS__2000,2022-12-27 13:53:37.609738
TXN_6f6f9113374280b913e30b315bc8a66fb8f57e7082ce59e61b4d03c6aeee7436,7_XGQ,9_RUN,2000,110_TDG__HAS__2000____AND____91_XGF__HAS__2000____AND____110_TDG__HAS__2000____AND____33_NOE__HAS__2000,2022-12-27 13:53:37.610193
TXN_fcdf1c0b5fdf9f8d2f6cd10545ef97510c45bb727f22a1215ea77e04ed460b15,83_CEL,9_RUN,2000,122_PVV__HAS__2000____AND____52_ZFU__HAS__2000____AND____50_ZSO__HAS__2000____AND____126_DVC__HAS__2000,2022-12-27 13:53:37.610541
TXN_9f9b65e70b363fdbb4965261efec65ebf4fcc0f43e83036b74f01d800301c4ea,116_GOC,95_GHW,2000,55_LZK__HAS__2000____AND____75_BCL__HAS__2000____AND____34_YIV__HAS__2000____AND____4_DRA__HAS__2000,2022-12-27 13:53:37.611035
TXN_c42558cb1351b53556fbb6db8629a15bd98ee3f5a5b9c16a895b1d342e6c2045,4_DRA,145_MTE,2000,66_YYF__HAS__2000____AND____31_JZC__HAS__2000____AND____5_KVQ__HAS__2000____AND____17_YYB__HAS__2000,2022-12-27 13:53:37.611464
TXN_22a876c00d81a99cdf8fbe3aa0688c333dfaf26422daf9e0b674169fe86f7d36,121_BME,12_VQI,2000,53_YWM__HAS__2000____AND____124_IBH__HAS__2000____AND____91_XGF__HAS__2000____AND____12_VQI__HAS__2000,2022-12-27 13:53:37.611822
TXN_6268abfd4205ba1cdefe27fb2c7b9f97d9399245aa670dab1d68af6da4b57829,111_VWR,0_AMA,2000,145_MTE__HAS__2000____AND____121_BME__HAS__2000____AND____101_YCU__HAS__2000____AND____140_AOA__HAS__2000,2022-12-27 13:53:37.612204
TXN_6818631326da3494a78270eb95dc946a9e08083ab1f7f98cc721a52c4ab4b682,128_EPN,70_LPW,2000,104_SZP__HAS__2000____AND____27_XXA__HAS__2000____AND____24_PAD__HAS__2000____AND____18_SXS__HAS__2000,2022-12-27 13:53:37.612590
TXN_1a29ef432c451042b08d6b920bc7458099a62cbfdf70258e66cd6630ddde231b,124_IBH,42_CMQ,2000,106_UBE__HAS__2000____AND____75_BCL__HAS__2000____AND____22_OKV__HAS__2000____AND____9_RUN__HAS__2000,2022-12-27 13:53:37.612881
TXN_c7e479cbe1b6e60ebe851c7304222c093b7735802de96c94f5017a3e10f4648e,48_WIP,75_BCL,2000,54_XHK__HAS__2000____AND____91_XGF__HAS__2000____AND____138_FUG__HAS__2000____AND____62_YTV__HAS__2000,2022-12-27 13:53:37.613149
TXN_8f4f9db7ddc798682914839b1bc4ada25a547a5831ce885a7ad96cb46d8a092a,91_XGF,29_XJP,2000,38_OFR__HAS__2000____AND____34_YIV__HAS__2000____AND____135_FSA__HAS__2000____AND____119_MYL__HAS__2000,2022-12-27 13:53:37.613414
TXN_f1ada2b81e15b7170b67170cadaaaf810edf9a210e4a16f7d77b801b087cc282,105_ZXP,50_ZSO,2000,121_BME__HAS__2000____AND____102_ZGR__HAS__2000____AND____29_XJP__HAS__2000____AND____68_IGX__HAS__2000,2022-12-27 13:53:37.613683
TXN_c35aba1ebbbd11bcc5c7130ed1cf602b06c094c34f1f57c406fe18031dbffe55,80_HJB,77_YBG,2000,85_ZVT__HAS__2000____AND____112_FCN__HAS__2000____AND____68_IGX__HAS__2000____AND____96_VFS__HAS__2000,2022-12-27 13:53:37.614035
TXN_7922b8e83779a6e72ee2a0b6384a553de227aa8444a1d3358ae4acdbd8cb3e64,113_QCB,54_XHK,2000,115_PXY__HAS__2000____AND____8_JAJ__HAS__2000____AND____10_AMF__HAS__2000____AND____78_LUP__HAS__2000,2022-12-27 13:53:37.614310
TXN_b535fe889175c66497c1e32b56b7cfd4fae9551b3e3285d623dc17b768a00f1a,14_AVN,140_AOA,2000,67_VBV__HAS__2000____AND____104_SZP__HAS__2000____AND____91_XGF__HAS__2000____AND____131_BWN__HAS__2000,2022-12-27 13:53:37.614574
TXN_5f99d4f8866d01855e84a8b832e3f990aaf59d87d654121aa7987d0552032053,98_KCA,25_ITU,2000,124_IBH__HAS__2000____AND____69_TDX__HAS__2000____AND____80_HJB__HAS__2000____AND____43_ZCA__HAS__2000,2022-12-27 13:53:37.614835
TXN_c6271ba6fbe672ba9d7f6d544fd9a6165006e663e261e6d67cf7367c5701f8d7,61_JDN,85_ZVT,2000,79_AGG__HAS__2000____AND____91_XGF__HAS__2000____AND____111_VWR__HAS__2000____AND____125_CLA__HAS__2000,2022-12-27 13:53:37.615095
TXN_9442707668294a106e4f14e42dc727894a7d3d6e5ffccfcb515dd58028496ddb,36_NJW,37_ZUT,2000,46_YIP__HAS__2000____AND____129_MMH__HAS__2000____AND____37_ZUT__HAS__2000____AND____126_DVC__HAS__2000,2022-12-27 13:53:37.615402
TXN_cfc105bfad62beb09052cb008e8d7f7582b334b8a2a40f1b2b0f0b21889b0130,89_LDG,52_ZFU,2000,11_BWF__HAS__2000____AND____53_YWM__HAS__2000____AND____8_JAJ__HAS__2000____AND____78_LUP__HAS__2000,2022-12-27 13:53:37.615808
TXN_5e4502b8893b5c7ab34f426abcd6dd839a05a1fcbc6b344ff2b5acea55989a40,14_AVN,22_OKV,2000,20_SBP__HAS__2000____AND____45_GTI__HAS__2000____AND____93_WJR__HAS__2000____AND____114_SOG__HAS__2000,2022-12-27 13:53:37.616152
TXN_5a70f6aeb2ff266693e801b0bb0dd30b0f06f5734f531c5238daa05b055f5ae5,6_ROV,36_NJW,2000,33_NOE__HAS__2000____AND____142_QVM__HAS__2000____AND____42_CMQ__HAS__2000____AND____105_ZXP__HAS__2000,2022-12-27 13:53:37.616629
TXN_08b0472376a87cfef34cff3181c03e9615b82c00cc6972ffdd874a9eda7ab94a,22_OKV,77_YBG,2000,5_KVQ__HAS__2000____AND____99_SRZ__HAS__2000____AND____118_ZTY__HAS__2000____AND____119_MYL__HAS__2000,2022-12-27 13:53:37.616960
TXN_95ab68a5e809513f41ba8fa191c441a8615fd27cf58b31b6715618730bb2b9c0,29_XJP,134_WUL,2000,85_ZVT__HAS__2000____AND____103_MFP__HAS__2000____AND____146_SWX__HAS__2000____AND____47_HMH__HAS__2000,2022-12-27 13:53:37.617304
TXN_d9aaaa7d67b50aac7b262f2827afacdcebb2651d41ca929fd4d0b47ac776fc88,98_KCA,107_ACG,2000,145_MTE__HAS__2000____AND____29_XJP__HAS__2000____AND____78_LUP__HAS__2000____AND____130_JHK__HAS__2000,2022-12-27 13:53:37.617613
TXN_cdd1830c9fff2954dc186b69a6f045eeaaa0baf6dd21eee51741e665c2a839c7,104_SZP,27_XXA,2000,73_VQD__HAS__2000____AND____6_ROV__HAS__2000____AND____75_BCL__HAS__2000____AND____27_XXA__HAS__2000,2022-12-27 13:53:37.617894
TXN_9db105e220cddd6bebf60742df8d90b1d1a1c5276cbb9728d13bcadbe4e349fa,33_NOE,101_YCU,2000,103_MFP__HAS__2000____AND____17_YYB__HAS__2000____AND____32_YCS__HAS__2000____AND____22_OKV__HAS__2000,2022-12-27 13:53:37.618194
TXN_223a23b72970ba47d7c7c8d7e8c1a1cbd2c504aac82d75129dc8c9737a040c25,61_JDN,45_GTI,2000,56_KIK__HAS__2000____AND____7_XGQ__HAS__2000____AND____96_VFS__HAS__2000____AND____38_OFR__HAS__2000,2022-12-27 13:53:37.618510
TXN_a721fac14ebec04f46a127aeac1457efc3959b3a152404dee1ccafe0a52b54e5,39_FPS,36_NJW,2000,75_BCL__HAS__2000____AND____23_FAV__HAS__2000____AND____10_AMF__HAS__2000____AND____19_GWD__HAS__2000,2022-12-27 13:53:37.618789
TXN_56f5316b2377e285aa40600f932e97c396bc24a0822eac5fdbdd72bdfc0d664a,136_XQR,106_UBE,2000,140_AOA__HAS__2000____AND____134_WUL__HAS__2000____AND____59_BUC__HAS__2000____AND____81_PLS__HAS__2000,2022-12-27 13:53:37.619048
TXN_53d39b0c25a6d177d47d84764de51e87f8986ec4c6e894ea69f0207bc7821d48,58_PSE,35_KOP,2000,80_HJB__HAS__2000____AND____88_RUH__HAS__2000____AND____0_AMA__HAS__2000____AND____131_BWN__HAS__2000,2022-12-27 13:53:37.619315
TXN_4f6a3cd69bdff691632293a14dbd33e0e7e28d3f3523e3573297072dd43e9ff5,9_RUN,8_JAJ,2000,96_VFS__HAS__2000____AND____2_WYH__HAS__2000____AND____29_XJP__HAS__2000____AND____64_BXF__HAS__2000,2022-12-27 13:53:37.619570
TXN_d867ff3a21e9125e2a5ecbf88a3a9c8cf7c6ca7349e245e23a55f3e853763043,4_DRA,81_PLS,2000,61_JDN__HAS__2000____AND____30_XLW__HAS__2000____AND____148_EQP__HAS__2000____AND____49_TCJ__HAS__2000,2022-12-27 13:53:37.619997
TXN_61bd0dea4ddf8fd923f42500836094f664bad167749ab02ddffc10afb449d2d6,143_CIV,102_ZGR,2000,121_BME__HAS__2000____AND____14_AVN__HAS__2000____AND____134_WUL__HAS__2000____AND____134_WUL__HAS__2000,2022-12-27 13:53:37.620265
TXN_a47150ca49fa20718e477f24bc4bbb9d3e58352a9b671fb2d48e60e33a5e5f43,75_BCL,18_SXS,2000,74_AAI__HAS__2000____AND____69_TDX__HAS__2000____AND____48_WIP__HAS__2000____AND____144_ETV__HAS__2000,2022-12-27 13:53:37.620518
TXN_aeb232f7d1f3c595b0f9c077cebabd17253cb297789927e4a55c7f21c281e5ae,44_SGZ,76_VFW,2000,90_JYV__HAS__2000____AND____103_MFP__HAS__2000____AND____26_CAB__HAS__2000____AND____78_LUP__HAS__2000,2022-12-27 13:53:37.620771
TXN_8c448aefe04ed11645ab7d35ed48d877e655e7aaa5947211823b1b0841c1c0f1,120_EIT,43_ZCA,2000,16_DTE__HAS__2000____AND____113_QCB__HAS__2000____AND____89_LDG__HAS__2000____AND____92_JNJ__HAS__2000,2022-12-27 13:53:37.621024
TXN_9d7f2a64e2c3ba22f128db498b8d243d7378ae532b4ef9705e3479837de6a943,67_VBV,93_WJR,2000,5_KVQ__HAS__2000____AND____30_XLW__HAS__2000____AND____139_THH__HAS__2000____AND____76_VFW__HAS__2000,2022-12-27 13:53:37.621274
TXN_a655147a5fb2a5d67c8c7e6b37fd7ea2a323ff4e144921a8ce1f6b44a5fe4ce9,87_KSF,132_TOX,2000,13_WNC__HAS__2000____AND____139_THH__HAS__2000____AND____38_OFR__HAS__2000____AND____130_JHK__HAS__2000,2022-12-27 13:53:37.621543
TXN_a0c067f887fe48a409f3f419c377bcc5731a3e350ed8018295225834345a31f9,47_HMH,83_CEL,2000,74_AAI__HAS__2000____AND____39_FPS__HAS__2000____AND____101_YCU__HAS__2000____AND____34_YIV__HAS__2000,2022-12-27 13:53:37.622030
TXN_f87ad82a1a33a6edf8732bee0d85093e9295d9086c2b65663cec5429128b3e29,20_SBP,28_HUO,2000,35_KOP__HAS__2000____AND____138_FUG__HAS__2000____AND____50_ZSO__HAS__2000____AND____3_OFP__HAS__2000,2022-12-27 13:53:37.622354
TXN_471852c664349258220569b2ecb4c724d99c7b064bcdd152a61430429be5bb03,28_HUO,124_IBH,2000,8_JAJ__HAS__2000____AND____101_YCU__HAS__2000____AND____145_MTE__HAS__2000____AND____126_DVC__HAS__2000,2022-12-27 13:53:37.622639
TXN_a477de2699cdc1fa0f8ce96a373050796e520e3f2ed525994ded02293e265b8c,39_FPS,144_ETV,2000,51_RSK__HAS__2000____AND____103_MFP__HAS__2000____AND____33_NOE__HAS__2000____AND____15_YJJ__HAS__2000,2022-12-27 13:53:37.622944
TXN_addde0ef3745d2ff4c7f6fb66b1fb4d70d6e57172d890552146d3150aef61196,141_DBR,134_WUL,2000,62_YTV__HAS__2000____AND____124_IBH__HAS__2000____AND____121_BME__HAS__2000____AND____115_PXY__HAS__2000,2022-12-27 13:53:37.623243
TXN_642fb3b4fa434d781363700f5cd36ac8668d757c0e2ab448251c1fb2d9db7fe1,4_DRA,101_YCU,2000,25_ITU__HAS__2000____AND____134_WUL__HAS__2000____AND____39_FPS__HAS__2000____AND____33_NOE__HAS__2000,2022-12-27 13:53:37.623545
TXN_61e6f67a6b9061c255a85301e663405227f0e2e509e200e234a44138e8fe7907,8_JAJ,135_FSA,2000,60_ATF__HAS__2000____AND____67_VBV__HAS__2000____AND____32_YCS__HAS__2000____AND____91_XGF__HAS__2000,2022-12-27 13:53:37.623956
TXN_af3a30fa475e81244cb41e6ff7b44dce413b64ac4a8e1d0aba9faf398141e8aa,77_YBG,68_IGX,2000,109_TCI__HAS__2000____AND____134_WUL__HAS__2000____AND____100_JDW__HAS__2000____AND____56_KIK__HAS__2000,2022-12-27 13:53:37.624306
TXN_578ada00ae730e49c9cf7410f9702bf8e4a319c8566930f66551cff4740dd2cb,138_FUG,129_MMH,2000,127_DVT__HAS__2000____AND____113_QCB__HAS__2000____AND____105_ZXP__HAS__2000____AND____37_ZUT__HAS__2000,2022-12-27 13:53:37.624602
TXN_1da02c391e9ef2276df5c566b147c36fd7aa0c41c06c0ff5a4a09fc3a5bf04d6,102_ZGR,16_DTE,2000,143_CIV__HAS__2000____AND____5_KVQ__HAS__2000____AND____135_FSA__HAS__2000____AND____13_WNC__HAS__2000,2022-12-27 13:53:37.624894
TXN_32fc79ed39c6bbea2d7b9bc433f0f59c6d15bc83e5ba93a4c11ca8541fda6b06,105_ZXP,101_YCU,2000,95_GHW__HAS__2000____AND____117_KTK__HAS__2000____AND____70_LPW__HAS__2000____AND____18_SXS__HAS__2000,2022-12-27 13:53:37.625266
TXN_f214c19d7145aeb0e18d8bc9275051fa8be6728599a97e50731abfd58453b6ca,70_LPW,77_YBG,2000,70_LPW__HAS__2000____AND____20_SBP__HAS__2000____AND____23_FAV__HAS__2000____AND____66_YYF__HAS__2000,2022-12-27 13:53:37.625635
TXN_b7e8c81584d3c89c0847041b2e732b40aa3eb266246253be0971441a2f992984,6_ROV,45_GTI,2000,137_AUE__HAS__2000____AND____69_TDX__HAS__2000____AND____119_MYL__HAS__2000____AND____44_SGZ__HAS__2000,2022-12-27 13:53:37.625948
TXN_14646ee0fac17ce289758b3928922b50cb0521188c3e3ecd5820723f33d70b64,74_AAI,89_LDG,2000,14_AVN__HAS__2000____AND____88_RUH__HAS__2000____AND____108_NOH__HAS__2000____AND____110_TDG__HAS__2000,2022-12-27 13:53:37.626201
TXN_ee87cabdf617a3ce8f86dfdbad4e45ef450ac7f22f0ed58ce82c6fe242d348b1,92_JNJ,3_OFP,2000,43_ZCA__HAS__2000____AND____59_BUC__HAS__2000____AND____119_MYL__HAS__2000____AND____98_KCA__HAS__2000,2022-12-27 13:53:37.626458
TXN_097a0438cb6e82c85105c68da8925a53c137e03e55e2257b3666302fd68761cf,98_KCA,42_CMQ,2000,112_FCN__HAS__2000____AND____104_SZP__HAS__2000____AND____28_HUO__HAS__2000____AND____44_SGZ__HAS__2000,2022-12-27 13:53:37.626712
TXN_a9ea44f1c4040f6ed2b3634e53d205c73f2648b3f2e70b2b029b0b6c2e1882d2,69_TDX,69_TDX,2000,127_DVT__HAS__2000____AND____126_DVC__HAS__2000____AND____135_FSA__HAS__2000____AND____7_XGQ__HAS__2000,2022-12-27 13:53:37.627047
TXN_b2ae2d62af4e01ada5f1b6bfd7f3013c714e085d784b7d5c41c14840e17badc5,144_ETV,81_PLS,2000,33_NOE__HAS__2000____AND____40_FWI__HAS__2000____AND____104_SZP__HAS__2000____AND____136_XQR__HAS__2000,2022-12-27 13:53:37.627388
TXN_9b6d85f4910b632077a2142cd53d87da8260867455312b438eb52681b9cf4608,142_QVM,42_CMQ,2000,40_FWI__HAS__2000____AND____47_HMH__HAS__2000____AND____99_SRZ__HAS__2000____AND____30_XLW__HAS__2000,2022-12-27 13:53:37.627671
TXN_72f7dae40211131748584d8d34d412530f60096e01f9e35b2cf3c79859cb6cbd,1_XAX,79_AGG,2000,62_YTV__HAS__2000____AND____7_XGQ__HAS__2000____AND____38_OFR__HAS__2000____AND____65_CBX__HAS__2000,2022-12-27 13:53:37.627939
TXN_67762f5ce70b15db4380072a151d6496af47259b1842f9c8b9fb2be22b1f3f92,121_BME,105_ZXP,2000,1_XAX__HAS__2000____AND____48_WIP__HAS__2000____AND____69_TDX__HAS__2000____AND____28_HUO__HAS__2000,2022-12-27 13:53:37.628198
TXN_d7081aacafcf75ac244b68126384385ab43465fc37ffe72254571f5e214be9fa,143_CIV,106_UBE,2000,35_KOP__HAS__2000____AND____64_BXF__HAS__2000____AND____87_KSF__HAS__2000____AND____79_AGG__HAS__2000,2022-12-27 13:53:37.628463
